trial,burned_percentage
1, 1.00
2, 1.00
3, 2.00
4, 1.00
5, 1.00
6, 1.00
7, 1.00
8, 1.00
9, 2.00
10, 1.00
11, 2.00
12, 1.00
13, 1.00
14, 2.00
15, 1.00
16, 1.00
17, 1.00
18, 1.00
19, 2.00
20, 2.00
21, 1.00
22, 1.00
23, 1.00
24, 2.00
25, 2.00
26, 1.00
27, 1.00
28, 2.00
29, 2.00
30, 1.00
31, 1.00
32, 1.00
33, 1.00
34, 1.00
35, 1.00
36, 1.00
37, 1.00
38, 3.00
39, 1.00
40, 1.00
41, 1.00
42, 1.00
43, 2.00
44, 2.00
45, 2.00
46, 1.00
47, 1.00
48, 2.00
49, 2.00
50, 2.00
51, 2.00
52, 2.00
53, 1.00
54, 1.00
55, 1.00
56, 1.00
57, 2.00
58, 1.00
59, 2.00
60, 1.00
61, 3.00
62, 2.00
63, 1.00
64, 1.00
65, 1.00
66, 1.00
67, 3.00
68, 3.00
69, 1.00
70, 1.00
71, 1.00
72, 1.00
73, 1.00
74, 2.00
75, 1.00
76, 1.00
77, 2.00
78, 2.00
79, 1.00
80, 2.00
81, 2.00
82, 1.00
83, 1.00
84, 2.00
85, 1.00
86, 1.00
87, 1.00
88, 1.00
89, 1.00
90, 1.00
91, 2.00
92, 1.00
93, 1.00
94, 1.00
95, 2.00
96, 1.00
